IdEmpresa,NomeFinal,DataFechamento,IdConta,CodigoConta,ContaDescricao,ValorPadronizado
7288,3 Tentos Agroindustrial,2023-12-31,230,2.02,Passivo não circulante,747152000.0
7288,3 Tentos Agroindustrial,2023-12-31,286,2.03,Patrimônio líquido,3351891000.0
7288,3 Tentos Agroindustrial,2023-12-31,332,3.03,Receita líquida de vendas e/ou serviços,8998985000.0
7288,3 Tentos Agroindustrial,2023-12-31,333,3.04,Custo de bens e/ou serviços vendidos,-7752979000.0
7288,3 Tentos Agroindustrial,2023-12-31,335,3.06,Despesas/Receitas operacionais,-804316000.0
7288,3 Tentos Agroindustrial,2023-12-31,347,3.07,Resultado antes do resultado financeiro e dos tributos,441690000.0
7288,3 Tentos Agroindustrial,2023-12-31,375,3.18,Lucro/Prejuízo do período,573802000.0
7288,3 Tentos Agroindustrial,2023-12-31,421,6.01,Caixa líquido das atividades operacionais,863505000.0
7288,3 Tentos Agroindustrial,2023-12-31,462,6.02,Caixa líquido das atividades de investimento,-459799000.0
7288,3 Tentos Agroindustrial,2023-12-31,473,6.03,Caixa líquido das atividades de financiamento,-99537000.0
7288,3 Tentos Agroindustrial,2022-12-31,55,1,Ativo total,6081989000.0
7288,3 Tentos Agroindustrial,2022-12-31,56,1.01,Ativo circulante,4257219000.0
7288,3 Tentos Agroindustrial,2022-12-31,57,1.01.01,Caixa e equivalentes de caixa,724314000.0
7288,3 Tentos Agroindustrial,2022-12-31,73,1.01.04,Aplicações financeiras,154841000.0
7288,3 Tentos Agroindustrial,2022-12-31,103,1.02,Ativo não circulante,1824770000.0
7288,3 Tentos Agroindustrial,2022-12-31,178,2.01,Passivo circulante,2739186000.0
7288,3 Tentos Agroindustrial,2022-12-31,230,2.02,Passivo não circulante,524248000.0
7288,3 Tentos Agroindustrial,2022-12-31,286,2.03,Patrimônio líquido,2818555000.0
7288,3 Tentos Agroindustrial,2022-12-31,332,3.03,Receita líquida de vendas e/ou serviços,6885839000.0
7288,3 Tentos Agroindustrial,2022-12-31,333,3.04,Custo de bens e/ou serviços vendidos,-5842540000.0
7288,3 Tentos Agroindustrial,2022-12-31,335,3.06,Despesas/Receitas operacionais,-505648000.0
7288,3 Tentos Agroindustrial,2022-12-31,347,3.07,Resultado antes do resultado financeiro e dos tributos,537651000.0
7288,3 Tentos Agroindustrial,2022-12-31,375,3.18,Lucro/Prejuízo do período,571174000.0
7288,3 Tentos Agroindustrial,2022-12-31,421,6.01,Caixa líquido das atividades operacionais,257697000.0
7288,3 Tentos Agroindustrial,2022-12-31,462,6.02,Caixa líquido das atividades de investimento,-39948000.0
7288,3 Tentos Agroindustrial,2022-12-31,473,6.03,Caixa líquido das atividades de financiamento,154975000.0
7288,3 Tentos Agroindustrial,2021-12-31,55,1,Ativo total,4395601000.0
7288,3 Tentos Agroindustrial,2021-12-31,56,1.01,Ativo circulante,3354305000.0
7288,3 Tentos Agroindustrial,2021-12-31,57,1.01.01,Caixa e equivalentes de caixa,351590000.0
7288,3 Tentos Agroindustrial,2021-12-31,73,1.01.04,Aplicações financeiras,739002000.0
7288,3 Tentos Agroindustrial,2021-12-31,103,1.02,Ativo não circulante,1041296000.0
7288,3 Tentos Agroindustrial,2021-12-31,178,2.01,Passivo circulante,1831275000.0
7288,3 Tentos Agroindustrial,2021-12-31,230,2.02,Passivo não circulante,328086000.0
7288,3 Tentos Agroindustrial,2021-12-31,286,2.03,Patrimônio líquido,2236240000.0
7288,3 Tentos Agroindustrial,2021-12-31,332,3.03,Receita líquida de vendas e/ou serviços,5339317000.0
7288,3 Tentos Agroindustrial,2021-12-31,333,3.04,Custo de bens e/ou serviços vendidos,-4638263000.0
7288,3 Tentos Agroindustrial,2021-12-31,335,3.06,Despesas/Receitas operacionais,-347460000.0
7288,3 Tentos Agroindustrial,2021-12-31,347,3.07,Resultado antes do resultado financeiro e dos tributos,353594000.0
7288,3 Tentos Agroindustrial,2021-12-31,375,3.18,Lucro/Prejuízo do período,430306000.0
7288,3 Tentos Agroindustrial,2021-12-31,421,6.01,Caixa líquido das atividades operacionais,105523000.0
7288,3 Tentos Agroindustrial,2021-12-31,462,6.02,Caixa líquido das atividades de investimento,-1123540000.0
7288,3 Tentos Agroindustrial,2021-12-31,473,6.03,Caixa líquido das atividades de financiamento,1116915000.0
7288,3 Tentos Agroindustrial,2020-12-31,55,1,Ativo total,2321373000.0
7288,3 Tentos Agroindustrial,2020-12-31,56,1.01,Ativo circulante,1770014000.0
7288,3 Tentos Agroindustrial,2020-12-31,57,1.01.01,Caixa e equivalentes de caixa,252692000.0
7288,3 Tentos Agroindustrial,2020-12-31,103,1.02,Ativo não circulante,551359000.0
7288,3 Tentos Agroindustrial,2020-12-31,178,2.01,Passivo circulante,1365036000.0
7288,3 Tentos Agroindustrial,2020-12-31,230,2.02,Passivo não circulante,244205000.0
7288,3 Tentos Agroindustrial,2020-12-31,286,2.03,Patrimônio líquido,712132000.0
7288,3 Tentos Agroindustrial,2020-12-31,332,3.03,Receita líquida de vendas e/ou serviços,3112439000.0
7288,3 Tentos Agroindustrial,2020-12-31,333,3.04,Custo de bens e/ou serviços vendidos,-2612260000.0
7288,3 Tentos Agroindustrial,2020-12-31,335,3.06,Despesas/Receitas operacionais,-172704000.0
7288,3 Tentos Agroindustrial,2020-12-31,347,3.07,Resultado antes do resultado financeiro e dos tributos,327475000.0
7288,3 Tentos Agroindustrial,2020-12-31,375,3.18,Lucro/Prejuízo do período,246263000.0
7288,3 Tentos Agroindustrial,2020-12-31,421,6.01,Caixa líquido das atividades operacionais,79979000.0
7288,3 Tentos Agroindustrial,2020-12-31,462,6.02,Caixa líquido das atividades de investimento,-73998000.0
7288,3 Tentos Agroindustrial,2020-12-31,473,6.03,Caixa líquido das atividades de financiamento,82741000.0
24348,3green Technology,2023-12-31,55,1,Ativo total,758513000.0
24348,3green Technology,2023-12-31,56,1.01,Ativo circulante,685935000.0
24348,3green Technology,2023-12-31,57,1.01.01,Caixa e equivalentes de caixa,64345000.0
24348,3green Technology,2023-12-31,103,1.02,Ativo não circulante,72578000.0
24348,3green Technology,2023-12-31,178,2.01,Passivo circulante,432777000.0
24348,3green Technology,2023-12-31,230,2.02,Passivo não circulante,125028000.0
24348,3green Technology,2023-12-31,286,2.03,Patrimônio líquido,200708000.0
24348,3green Technology,2023-12-31,332,3.03,Receita líquida de vendas e/ou serviços,1201089000.0
24348,3green Technology,2023-12-31,333,3.04,Custo de bens e/ou serviços vendidos,-865112000.0
24348,3green Technology,2023-12-31,335,3.06,Despesas/Receitas operacionais,-237413000.0
24348,3green Technology,2023-12-31,347,3.07,Resultado antes do resultado financeiro e dos tributos,98564000.0
24348,3green Technology,2023-12-31,375,3.18,Lucro/Prejuízo do período,88892000.0
24348,3green Technology,2023-12-31,421,6.01,Caixa líquido das atividades operacionais,35510000.0
24348,3green Technology,2023-12-31,462,6.02,Caixa líquido das atividades de investimento,-20826000.0
24348,3green Technology,2023-12-31,473,6.03,Caixa líquido das atividades de financiamento,24892000.0
24348,3green Technology,2022-12-31,55,1,Ativo total,507572000.0
24348,3green Technology,2022-12-31,56,1.01,Ativo circulante,471411000.0
24348,3green Technology,2022-12-31,57,1.01.01,Caixa e equivalentes de caixa,24769000.0
24348,3green Technology,2022-12-31,103,1.02,Ativo não circulante,36161000.0
24348,3green Technology,2022-12-31,178,2.01,Passivo circulante,304759000.0
24348,3green Technology,2022-12-31,230,2.02,Passivo não circulante,40753000.0
24348,3green Technology,2022-12-31,286,2.03,Patrimônio líquido,162060000.0
24348,3green Technology,2022-12-31,332,3.03,Receita líquida de vendas e/ou serviços,856727000.0
24348,3green Technology,2022-12-31,333,3.04,Custo de bens e/ou serviços vendidos,-611431000.0
24348,3green Technology,2022-12-31,335,3.06,Despesas/Receitas operacionais,-183602000.0
24348,3green Technology,2022-12-31,347,3.07,Resultado antes do resultado financeiro e dos tributos,61694000.0
24348,3green Technology,2022-12-31,375,3.18,Lucro/Prejuízo do período,42774000.0
24348,3green Technology,2022-12-31,421,6.01,Caixa líquido das atividades operacionais,13812000.0
24348,3green Technology,2022-12-31,462,6.02,Caixa líquido das atividades de investimento,-4927000.0
24348,3green Technology,2022-12-31,473,6.03,Caixa líquido das atividades de financiamento,-25151000.0
24348,3green Technology,2021-12-31,55,1,Ativo total,407531207.0
24348,3green Technology,2021-12-31,56,1.01,Ativo circulante,391974544.0
24348,3green Technology,2021-12-31,57,1.01.01,Caixa e equivalentes de caixa,41034659.0
24348,3green Technology,2021-12-31,103,1.02,Ativo não circulante,15556663.0
24348,3green Technology,2021-12-31,178,2.01,Passivo circulante,208952503.0
24348,3green Technology,2021-12-31,230,2.02,Passivo não circulante,61791263.0
24348,3green Technology,2021-12-31,286,2.03,Patrimônio líquido,136787441.0
24348,3green Technology,2021-12-31,332,3.03,Receita líquida de vendas e/ou serviços,740183766.0
24348,3green Technology,2021-12-31,333,3.04,Custo de bens e/ou serviços vendidos,-512834366.0
24348,3green Technology,2021-12-31,335,3.06,Despesas/Receitas operacionais,-180924107.0
24348,3green Technology,2021-12-31,347,3.07,Resultado antes do resultado financeiro e dos tributos,46425293.0
24348,3green Technology,2021-12-31,375,3.18,Lucro/Prejuízo do período,57020842.0
24348,3green Technology,2021-12-31,421,6.01,Caixa líquido das atividades operacionais,-25336401.0
24348,3green Technology,2021-12-31,462,6.02,Caixa líquido das atividades de investimento,-4311114.0
24348,3green Technology,2021-12-31,473,6.03,Caixa líquido das atividades de financiamento,64399242.0
24348,3green Technology,2020-12-31,55,1,Ativo total,277957044.0
24348,3green Technology,2020-12-31,56,1.01,Ativo circulante,265263974.0
24348,3green Technology,2020-12-31,57,1.01.01,Caixa e equivalentes de caixa,6282932.0
24348,3green Technology,2020-12-31,103,1.02,Ativo não circulante,12693070.0
24348,3green Technology,2020-12-31,178,2.01,Passivo circulante,136365251.0
24348,3green Technology,2020-12-31,230,2.02,Passivo não circulante,45324556.0
24348,3green Technology,2020-12-31,286,2.03,Patrimônio líquido,96267237.0
24348,3green Technology,2020-12-31,332,3.03,Receita líquida de vendas e/ou serviços,606759943.0
24348,3green Technology,2020-12-31,333,3.04,Custo de bens e/ou serviços vendidos,-399908992.0
24348,3green Technology,2020-12-31,335,3.06,Despesas/Receitas operacionais,-133209953.0
24348,3green Technology,2020-12-31,347,3.07,Resultado antes do resultado financeiro e dos tributos,73640998.0
24348,3green Technology,2020-12-31,375,3.18,Lucro/Prejuízo do período,63486842.0
24348,3green Technology,2020-12-31,421,6.01,Caixa líquido das atividades operacionais,-37753091.0
24348,3green Technology,2020-12-31,462,6.02,Caixa líquido das atividades de investimento,-6129126.0
24348,3green Technology,2020-12-31,473,6.03,Caixa líquido das atividades de financiamento,48969283.0
7288,3tentos,2024-12-31,55,1,Ativo total,8889423000.0
7288,3tentos,2024-12-31,56,1.01,Ativo circulante,5776390000.0
7288,3tentos,2024-12-31,57,1.01.01,Caixa e equivalentes de caixa,1696858000.0
7288,3tentos,2024-12-31,73,1.01.04,Aplicações financeiras,75404000.0
7288,3tentos,2024-12-31,103,1.02,Ativo não circulante,3113033000.0
7288,3tentos,2024-12-31,178,2.01,Passivo circulante,3666344000.0
7288,3tentos,2024-12-31,230,2.02,Passivo não circulante,1177361000.0
7288,3tentos,2024-12-31,286,2.03,Patrimônio líquido,4045718000.0
7288,3tentos,2024-12-31,332,3.03,Receita líquida de vendas e/ou serviços,12825771000.0
7288,3tentos,2024-12-31,333,3.04,Custo de bens e/ou serviços vendidos,-10294268000.0
7288,3tentos,2024-12-31,335,3.06,Despesas/Receitas operacionais,-1286205000.0
7288,3tentos,2024-12-31,347,3.07,Resultado antes do resultado financeiro e dos tributos,1245298000.0
7288,3tentos,2024-12-31,375,3.18,Lucro/Prejuízo do período,756395000.0
7288,3tentos,2024-12-31,421,6.01,Caixa líquido das atividades operacionais,726212000.0
7288,3tentos,2024-12-31,462,6.02,Caixa líquido das atividades de investimento,-523296000.0
7288,3tentos,2024-12-31,473,6.03,Caixa líquido das atividades de financiamento,465459000.0
7288,3tentos,2023-12-31,55,1,Ativo total,6883789000.0
7288,3tentos,2023-12-31,56,1.01,Ativo circulante,4422008000.0
7288,3tentos,2023-12-31,57,1.01.01,Caixa e equivalentes de caixa,1028483000.0
7288,3tentos,2023-12-31,73,1.01.04,Aplicações financeiras,197451000.0
7288,3tentos,2023-12-31,103,1.02,Ativo não circulante,2461781000.0
7288,3tentos,2023-12-31,178,2.01,Passivo circulante,2784746000.0
7288,3tentos,2023-12-31,230,2.02,Passivo não circulante,747152000.0
7288,3tentos,2023-12-31,286,2.03,Patrimônio líquido,3351891000.0
7288,3tentos,2023-12-31,332,3.03,Receita líquida de vendas e/ou serviços,8998985000.0
7288,3tentos,2023-12-31,333,3.04,Custo de bens e/ou serviços vendidos,-7752979000.0
7288,3tentos,2023-12-31,335,3.06,Despesas/Receitas operacionais,-804316000.0
7288,3tentos,2023-12-31,347,3.07,Resultado antes do resultado financeiro e dos tributos,441690000.0
7288,3tentos,2023-12-31,375,3.18,Lucro/Prejuízo do período,573802000.0
7288,3tentos,2023-12-31,421,6.01,Caixa líquido das atividades operacionais,863505000.0
7288,3tentos,2023-12-31,462,6.02,Caixa líquido das atividades de investimento,-459799000.0
7288,3tentos,2023-12-31,473,6.03,Caixa líquido das atividades de financiamento,-99537000.0
7288,3tentos,2022-12-31,55,1,Ativo total,6081989000.0
7288,3tentos,2022-12-31,56,1.01,Ativo circulante,4257219000.0
7288,3tentos,2022-12-31,57,1.01.01,Caixa e equivalentes de caixa,724314000.0
7288,3tentos,2022-12-31,73,1.01.04,Aplicações financeiras,154841000.0
7288,3tentos,2022-12-31,103,1.02,Ativo não circulante,1824770000.0
7288,3tentos,2022-12-31,178,2.01,Passivo circulante,2739186000.0
7288,3tentos,2022-12-31,230,2.02,Passivo não circulante,524248000.0
7288,3tentos,2022-12-31,286,2.03,Patrimônio líquido,2818555000.0
7288,3tentos,2022-12-31,332,3.03,Receita líquida de vendas e/ou serviços,6885839000.0
7288,3tentos,2022-12-31,333,3.04,Custo de bens e/ou serviços vendidos,-5842540000.0
7288,3tentos,2022-12-31,335,3.06,Despesas/Receitas operacionais,-505648000.0
7288,3tentos,2022-12-31,347,3.07,Resultado antes do resultado financeiro e dos tributos,537651000.0
7288,3tentos,2022-12-31,375,3.18,Lucro/Prejuízo do período,571174000.0
7288,3tentos,2022-12-31,421,6.01,Caixa líquido das atividades operacionais,257697000.0
7288,3tentos,2022-12-31,462,6.02,Caixa líquido das atividades de investimento,-39948000.0
7288,3tentos,2022-12-31,473,6.03,Caixa líquido das atividades de financiamento,154975000.0
7288,3tentos,2021-12-31,55,1,Ativo total,4395601000.0
7288,3tentos,2021-12-31,56,1.01,Ativo circulante,3354305000.0
7288,3tentos,2021-12-31,57,1.01.01,Caixa e equivalentes de caixa,351590000.0
7288,3tentos,2021-12-31,73,1.01.04,Aplicações financeiras,739002000.0
7288,3tentos,2021-12-31,103,1.02,Ativo não circulante,1041296000.0
7288,3tentos,2021-12-31,178,2.01,Passivo circulante,1831275000.0
7288,3tentos,2021-12-31,230,2.02,Passivo não circulante,328086000.0
7288,3tentos,2021-12-31,286,2.03,Patrimônio líquido,2236240000.0
7288,3tentos,2021-12-31,332,3.03,Receita líquida de vendas e/ou serviços,5339317000.0
7288,3tentos,2021-12-31,333,3.04,Custo de bens e/ou serviços vendidos,-4638263000.0
7288,3tentos,2021-12-31,335,3.06,Despesas/Receitas operacionais,-347460000.0
7288,3tentos,2021-12-31,347,3.07,Resultado antes do resultado financeiro e dos tributos,353594000.0
7288,3tentos,2021-12-31,375,3.18,Lucro/Prejuízo do período,430306000.0
7288,3tentos,2021-12-31,421,6.01,Caixa líquido das atividades operacionais,105523000.0
7288,3tentos,2021-12-31,462,6.02,Caixa líquido das atividades de investimento,-1123540000.0
7288,3tentos,2021-12-31,473,6.03,Caixa líquido das atividades de financiamento,1116915000.0
7288,3tentos,2020-12-31,55,1,Ativo total,2321373000.0
7288,3tentos,2020-12-31,56,1.01,Ativo circulante,1770014000.0
7288,3tentos,2020-12-31,57,1.01.01,Caixa e equivalentes de caixa,252692000.0
7288,3tentos,2020-12-31,103,1.02,Ativo não circulante,551359000.0
7288,3tentos,2020-12-31,178,2.01,Passivo circulante,1365036000.0
7288,3tentos,2020-12-31,230,2.02,Passivo não circulante,244205000.0
7288,3tentos,2020-12-31,286,2.03,Patrimônio líquido,712132000.0
7288,3tentos,2020-12-31,332,3.03,Receita líquida de vendas e/ou serviços,3112439000.0
7288,3tentos,2020-12-31,333,3.04,Custo de bens e/ou serviços vendidos,-2612260000.0
7288,3tentos,2020-12-31,335,3.06,Despesas/Receitas operacionais,-172704000.0
7288,3tentos,2020-12-31,347,3.07,Resultado antes do resultado financeiro e dos tributos,327475000.0
7288,3tentos,2020-12-31,375,3.18,Lucro/Prejuízo do período,246263000.0
7288,3tentos,2020-12-31,421,6.01,Caixa líquido das atividades operacionais,79979000.0
7288,3tentos,2020-12-31,462,6.02,Caixa líquido das atividades de investimento,-73998000.0
7288,3tentos,2020-12-31,473,6.03,Caixa líquido das atividades de financiamento,82741000.0
16412,4Bio,2023-12-31,55,1,Ativo total,1261090000.0
16412,4Bio,2023-12-31,56,1.01,Ativo circulante,927739000.0
16412,4Bio,2023-12-31,57,1.01.01,Caixa e equivalentes de caixa,31240000.0
16412,4Bio,2023-12-31,103,1.02,Ativo não circulante,333351000.0
16412,4Bio,2023-12-31,178,2.01,Passivo circulante,710215000.0
16412,4Bio,2023-12-31,230,2.02,Passivo não circulante,159322000.0
16412,4Bio,2023-12-31,286,2.03,Patrimônio líquido,391553000.0
16412,4Bio,2023-12-31,332,3.03,Receita líquida de vendas e/ou serviços,2523439000.0
16412,4Bio,2023-12-31,333,3.04,Custo de bens e/ou serviços vendidos,-2298605000.0
16412,4Bio,2023-12-31,335,3.06,Despesas/Receitas operacionais,-178130000.0
16412,4Bio,2023-12-31,347,3.07,Resultado antes do resultado financeiro e dos tributos,46704000.0
16412,4Bio,2023-12-31,375,3.18,Lucro/Prejuízo do período,80167000.0
16412,4Bio,2023-12-31,421,6.01,Caixa líquido das atividades operacionais,-139716000.0
16412,4Bio,2023-12-31,462,6.02,Caixa líquido das atividades de investimento,-6101000.0
16412,4Bio,2023-12-31,473,6.03,Caixa líquido das atividades de financiamento,145773000.0
16412,4Bio,2022-12-31,55,1,Ativo total,685862000.0
16412,4Bio,2022-12-31,56,1.01,Ativo circulante,521409000.0
16412,4Bio,2022-12-31,57,1.01.01,Caixa e equivalentes de caixa,31284000.0
16412,4Bio,2022-12-31,103,1.02,Ativo não circulante,164453000.0
16412,4Bio,2022-12-31,178,2.01,Passivo circulante,371621000.0
16412,4Bio,2022-12-31,230,2.02,Passivo não circulante,2800000.0
16412,4Bio,2022-12-31,286,2.03,Patrimônio líquido,311441000.0
16412,4Bio,2022-12-31,332,3.03,Receita líquida de vendas e/ou serviços,1687427000.0
16412,4Bio,2022-12-31,333,3.04,Custo de bens e/ou serviços vendidos,-1473568000.0
16412,4Bio,2022-12-31,335,3.06,Despesas/Receitas operacionais,-36347000.0
16412,4Bio,2022-12-31,347,3.07,Resultado antes do resultado financeiro e dos tributos,177512000.0
16412,4Bio,2022-12-31,375,3.18,Lucro/Prejuízo do período,134542000.0
16412,4Bio,2022-12-31,421,6.01,Caixa líquido das atividades operacionais,9177000.0
16412,4Bio,2022-12-31,462,6.02,Caixa líquido das atividades de investimento,-31227000.0
16412,4Bio,2022-12-31,473,6.03,Caixa líquido das atividades de financiamento,34940000.0
16412,4Bio,2021-12-31,55,1,Ativo total,449524000.0
16412,4Bio,2021-12-31,56,1.01,Ativo circulante,372764000.0
