IdEmpresa,NomeFantasia,DataFechamento,IdConta,CodigoConta,ContaDescricao,ValorPadronizado
7288,3 Tentos Agroindustrial ,31/12/2022,462,6.02,Caixa líquido das atividades de investimento,-39948000.0
7288,3 Tentos Agroindustrial ,31/12/2023,473,6.03,Caixa líquido das atividades de financiamento,-99537000.0
7288,3 Tentos Agroindustrial ,31/12/2023,462,6.02,Caixa líquido das atividades de investimento,-459799000.0
7288,3 Tentos Agroindustrial ,31/12/2022,335,3.06,Despesas/Receitas operacionais,-505648000.0
7288,3 Tentos Agroindustrial ,31/12/2024,462,6.02,Caixa líquido das atividades de investimento,-523296000.0
7288,3 Tentos Agroindustrial ,31/12/2023,335,3.06,Despesas/Receitas operacionais,-804316000.0
7288,3 Tentos Agroindustrial ,31/12/2024,335,3.06,Despesas/Receitas operacionais,-1286205000.0
7288,3 Tentos Agroindustrial ,31/12/2022,333,3.04,Custo de bens e/ou serviços vendidos,-5842540000.0
7288,3 Tentos Agroindustrial ,31/12/2023,333,3.04,Custo de bens e/ou serviços vendidos,-7752979000.0
7288,3 Tentos Agroindustrial ,31/12/2024,333,3.04,Custo de bens e/ou serviços vendidos,-10294268000.0
24545,Almacenes Éxito,31/12/2024,332,3.03,Receita líquida de vendas e/ou serviços,28934575000.0
24545,Almacenes Éxito,31/12/2022,332,3.03,Receita líquida de vendas e/ou serviços,25029760000.0
24545,Almacenes Éxito,31/12/2024,55,1,Ativo total,24652780000.0
24545,Almacenes Éxito,31/12/2023,332,3.03,Receita líquida de vendas e/ou serviços,24435461000.0
24545,Almacenes Éxito,31/12/2023,55,1,Ativo total,20695906000.0
24545,Almacenes Éxito,31/12/2022,55,1,Ativo total,19710662000.0
24545,Almacenes Éxito,31/12/2024,103,1.02,Ativo não circulante,16989784000.0
24545,Almacenes Éxito,31/12/2023,103,1.02,Ativo não circulante,14004355000.0
24545,Almacenes Éxito,31/12/2022,103,1.02,Ativo não circulante,13271197000.0
24545,Almacenes Éxito,31/12/2024,286,2.03,Patrimônio líquido,11256603000.0
24545,Almacenes Éxito,31/12/2024,178,2.01,Passivo circulante,10107909000.0
24545,Almacenes Éxito,31/12/2023,286,2.03,Patrimônio líquido,9400449000.0
24545,Almacenes Éxito,31/12/2022,286,2.03,Patrimônio líquido,9148451000.0
24545,Almacenes Éxito,31/12/2023,178,2.01,Passivo circulante,9049362000.0
24545,Almacenes Éxito,31/12/2022,178,2.01,Passivo circulante,8031228000.0
24545,Almacenes Éxito,31/12/2024,56,1.01,Ativo circulante,7662996000.0
24545,Almacenes Éxito,31/12/2023,56,1.01,Ativo circulante,6691551000.0
24545,Almacenes Éxito,31/12/2022,56,1.01,Ativo circulante,6439465000.0
24545,Almacenes Éxito,31/12/2024,230,2.02,Passivo não circulante,3288268000.0
24545,Almacenes Éxito,31/12/2022,421,6.01,Caixa líquido das atividades operacionais,2878648000.0
24545,Almacenes Éxito,31/12/2022,230,2.02,Passivo não circulante,2530983000.0
24545,Almacenes Éxito,31/12/2023,230,2.02,Passivo não circulante,2246095000.0
24545,Almacenes Éxito,31/12/2023,57,1.01.01,Caixa e equivalentes de caixa,1910289000.0
24545,Almacenes Éxito,31/12/2024,57,1.01.01,Caixa e equivalentes de caixa,1889851000.0
24545,Almacenes Éxito,31/12/2022,57,1.01.01,Caixa e equivalentes de caixa,1880435000.0
24545,Almacenes Éxito,31/12/2023,421,6.01,Caixa líquido das atividades operacionais,1766621000.0
24545,Almacenes Éxito,31/12/2022,347,3.07,Resultado antes do resultado financeiro e dos tributos,1159757000.0
24545,Almacenes Éxito,31/12/2024,347,3.07,Resultado antes do resultado financeiro e dos tributos,931299000.0
24545,Almacenes Éxito,31/12/2023,347,3.07,Resultado antes do resultado financeiro e dos tributos,888895000.0
24545,Almacenes Éxito,31/12/2024,421,6.01,Caixa líquido das atividades operacionais,364129000.0
24545,Almacenes Éxito,31/12/2023,375,3.18,Lucro/Prejuízo do período,356518000.0
24545,Almacenes Éxito,31/12/2024,375,3.18,Lucro/Prejuízo do período,313728000.0
24545,Almacenes Éxito,31/12/2022,375,3.18,Lucro/Prejuízo do período,302546000.0
24545,Almacenes Éxito,31/12/2024,473,6.03,Caixa líquido das atividades de financiamento,-50437000.0
24545,Almacenes Éxito,31/12/2024,462,6.02,Caixa líquido das atividades de investimento,-533712000.0
24545,Almacenes Éxito,31/12/2022,462,6.02,Caixa líquido das atividades de investimento,-643269000.0
24545,Almacenes Éxito,31/12/2023,462,6.02,Caixa líquido das atividades de investimento,-679661000.0
24545,Almacenes Éxito,31/12/2023,473,6.03,Caixa líquido das atividades de financiamento,-1196654000.0
24545,Almacenes Éxito,31/12/2022,473,6.03,Caixa líquido das atividades de financiamento,-1500275000.0
24545,Almacenes Éxito,31/12/2022,335,3.06,Despesas/Receitas operacionais,-5200456000.0
24545,Almacenes Éxito,31/12/2023,335,3.06,Despesas/Receitas operacionais,-5388319000.0
24545,Almacenes Éxito,31/12/2024,335,3.06,Despesas/Receitas operacionais,-6385498000.0
24545,Almacenes Éxito,31/12/2023,333,3.04,Custo de bens e/ou serviços vendidos,-18158247000.0
24545,Almacenes Éxito,31/12/2022,333,3.04,Custo de bens e/ou serviços vendidos,-18669547000.0
24545,Almacenes Éxito,31/12/2024,333,3.04,Custo de bens e/ou serviços vendidos,-21617778000.0
7794,Assaí,31/12/2024,332,3.03,Receita líquida de vendas e/ou serviços,73819000000.0
7794,Assaí,31/12/2023,332,3.03,Receita líquida de vendas e/ou serviços,66503000000.0
7794,Assaí,31/12/2022,332,3.03,Receita líquida de vendas e/ou serviços,54520000000.0
7794,Assaí,31/12/2024,55,1,Ativo total,45593000000.0
7794,Assaí,31/12/2023,55,1,Ativo total,43177000000.0
7794,Assaí,31/12/2022,55,1,Ativo total,40618000000.0
7794,Assaí,31/12/2024,103,1.02,Ativo não circulante,29145000000.0
7794,Assaí,31/12/2023,103,1.02,Ativo não circulante,28561000000.0
7794,Assaí,31/12/2022,103,1.02,Ativo não circulante,26439000000.0
7794,Assaí,31/12/2024,230,2.02,Passivo não circulante,24026000000.0
7794,Assaí,31/12/2023,230,2.02,Passivo não circulante,22122000000.0
7794,Assaí,31/12/2022,230,2.02,Passivo não circulante,20306000000.0
7794,Assaí,31/12/2024,56,1.01,Ativo circulante,16448000000.0
7794,Assaí,31/12/2023,178,2.01,Passivo circulante,16425000000.0
7794,Assaí,31/12/2022,178,2.01,Passivo circulante,16416000000.0
7794,Assaí,31/12/2024,178,2.01,Passivo circulante,16312000000.0
7794,Assaí,31/12/2023,56,1.01,Ativo circulante,14616000000.0
7794,Assaí,31/12/2022,56,1.01,Ativo circulante,14179000000.0
7794,Assaí,31/12/2023,421,6.01,Caixa líquido das atividades operacionais,5963000000.0
7794,Assaí,31/12/2022,57,1.01.01,Caixa e equivalentes de caixa,5842000000.0
7794,Assaí,31/12/2024,57,1.01.01,Caixa e equivalentes de caixa,5628000000.0
7794,Assaí,31/12/2023,57,1.01.01,Caixa e equivalentes de caixa,5459000000.0
7794,Assaí,31/12/2024,286,2.03,Patrimônio líquido,5255000000.0
7794,Assaí,31/12/2022,421,6.01,Caixa líquido das atividades operacionais,5144000000.0
7794,Assaí,31/12/2024,421,6.01,Caixa líquido das atividades operacionais,4932000000.0
7794,Assaí,31/12/2023,286,2.03,Patrimônio líquido,4630000000.0
7794,Assaí,31/12/2022,286,2.03,Patrimônio líquido,3896000000.0
7794,Assaí,31/12/2024,347,3.07,Resultado antes do resultado financeiro e dos tributos,3844000000.0
7794,Assaí,31/12/2023,347,3.07,Resultado antes do resultado financeiro e dos tributos,3285000000.0
7794,Assaí,31/12/2022,347,3.07,Resultado antes do resultado financeiro e dos tributos,2850000000.0
7794,Assaí,31/12/2022,473,6.03,Caixa líquido das atividades de financiamento,1938000000.0
7794,Assaí,31/12/2022,375,3.18,Lucro/Prejuízo do período,1220000000.0
7794,Assaí,31/12/2024,375,3.18,Lucro/Prejuízo do período,769000000.0
7794,Assaí,31/12/2023,375,3.18,Lucro/Prejuízo do período,710000000.0
7794,Assaí,31/12/2024,462,6.02,Caixa líquido das atividades de investimento,-1670000000.0
7794,Assaí,31/12/2023,462,6.02,Caixa líquido das atividades de investimento,-3055000000.0
7794,Assaí,31/12/2024,473,6.03,Caixa líquido das atividades de financiamento,-3093000000.0
7794,Assaí,31/12/2023,473,6.03,Caixa líquido das atividades de financiamento,-3291000000.0
7794,Assaí,31/12/2022,462,6.02,Caixa líquido das atividades de investimento,-3790000000.0
7794,Assaí,31/12/2022,335,3.06,Despesas/Receitas operacionais,-6113000000.0
7794,Assaí,31/12/2023,335,3.06,Despesas/Receitas operacionais,-7536000000.0
7794,Assaí,31/12/2024,335,3.06,Despesas/Receitas operacionais,-8377000000.0
7794,Assaí,31/12/2022,333,3.04,Custo de bens e/ou serviços vendidos,-45557000000.0
7794,Assaí,31/12/2023,333,3.04,Custo de bens e/ou serviços vendidos,-55682000000.0
7794,Assaí,31/12/2024,333,3.04,Custo de bens e/ou serviços vendidos,-61598000000.0
21606,C&A,31/12/2024,55,1,Ativo total,10053899000.0
21606,C&A,31/12/2023,55,1,Ativo total,9725565000.0
21606,C&A,31/12/2022,55,1,Ativo total,9629594000.0
21606,C&A,31/12/2024,332,3.03,Receita líquida de vendas e/ou serviços,7636539000.0
21606,C&A,31/12/2023,332,3.03,Receita líquida de vendas e/ou serviços,6719317000.0
21606,C&A,31/12/2022,332,3.03,Receita líquida de vendas e/ou serviços,6183550000.0
21606,C&A,31/12/2023,103,1.02,Ativo não circulante,5283723000.0
21606,C&A,31/12/2024,103,1.02,Ativo não circulante,5060506000.0
21606,C&A,31/12/2024,56,1.01,Ativo circulante,4993393000.0
21606,C&A,31/12/2022,103,1.02,Ativo não circulante,4876371000.0
21606,C&A,31/12/2022,56,1.01,Ativo circulante,4753223000.0
21606,C&A,31/12/2023,56,1.01,Ativo circulante,4441842000.0
21606,C&A,31/12/2024,178,2.01,Passivo circulante,3850272000.0
21606,C&A,31/12/2023,230,2.02,Passivo não circulante,3699227000.0
21606,C&A,31/12/2022,178,2.01,Passivo circulante,3679731000.0
21606,C&A,31/12/2024,286,2.03,Patrimônio líquido,3308488000.0
21606,C&A,31/12/2023,178,2.01,Passivo circulante,3035263000.0
21606,C&A,31/12/2022,286,2.03,Patrimônio líquido,3000196000.0
21606,C&A,31/12/2023,286,2.03,Patrimônio líquido,2991075000.0
21606,C&A,31/12/2022,230,2.02,Passivo não circulante,2949667000.0
21606,C&A,31/12/2024,230,2.02,Passivo não circulante,2895139000.0
21606,C&A,31/12/2022,57,1.01.01,Caixa e equivalentes de caixa,1674091000.0
21606,C&A,31/12/2024,421,6.01,Caixa líquido das atividades operacionais,1485047000.0
21606,C&A,31/12/2024,57,1.01.01,Caixa e equivalentes de caixa,1403225000.0
21606,C&A,31/12/2023,57,1.01.01,Caixa e equivalentes de caixa,1155588000.0
21606,C&A,31/12/2022,421,6.01,Caixa líquido das atividades operacionais,1090374000.0
21606,C&A,31/12/2023,421,6.01,Caixa líquido das atividades operacionais,966746000.0
21606,C&A,31/12/2024,347,3.07,Resultado antes do resultado financeiro e dos tributos,809245000.0
21606,C&A,31/12/2024,375,3.18,Lucro/Prejuízo do período,452478000.0
21606,C&A,31/12/2023,347,3.07,Resultado antes do resultado financeiro e dos tributos,398685000.0
21606,C&A,31/12/2022,347,3.07,Resultado antes do resultado financeiro e dos tributos,268180000.0
21606,C&A,31/12/2023,73,1.01.04,Aplicações financeiras,191587000.0
21606,C&A,31/12/2024,73,1.01.04,Aplicações financeiras,169310000.0
21606,C&A,31/12/2022,73,1.01.04,Aplicações financeiras,8735000.0
21606,C&A,31/12/2022,473,6.03,Caixa líquido das atividades de financiamento,5054000.0
21606,C&A,31/12/2022,375,3.18,Lucro/Prejuízo do período,829000.0
21606,C&A,31/12/2023,375,3.18,Lucro/Prejuízo do período,-6820000.0
21606,C&A,31/12/2023,462,6.02,Caixa líquido das atividades de investimento,-234423000.0
21606,C&A,31/12/2024,462,6.02,Caixa líquido das atividades de investimento,-291762000.0
21606,C&A,31/12/2022,462,6.02,Caixa líquido das atividades de investimento,-471588000.0
21606,C&A,31/12/2024,473,6.03,Caixa líquido das atividades de financiamento,-945648000.0
21606,C&A,31/12/2023,473,6.03,Caixa líquido das atividades de financiamento,-1250826000.0
21606,C&A,31/12/2022,335,3.06,Despesas/Receitas operacionais,-2773658000.0
21606,C&A,31/12/2023,335,3.06,Despesas/Receitas operacionais,-3123583000.0
21606,C&A,31/12/2022,333,3.04,Custo de bens e/ou serviços vendidos,-3141712000.0
21606,C&A,31/12/2023,333,3.04,Custo de bens e/ou serviços vendidos,-3197049000.0
21606,C&A,31/12/2024,335,3.06,Despesas/Receitas operacionais,-3367324000.0
21606,C&A,31/12/2024,333,3.04,Custo de bens e/ou serviços vendidos,-3459970000.0
14229,Carrefour,31/12/2024,332,3.03,Receita líquida de vendas e/ou serviços,115636000000.0
14229,Carrefour,31/12/2023,332,3.03,Receita líquida de vendas e/ou serviços,109859000000.0
14229,Carrefour,31/12/2022,332,3.03,Receita líquida de vendas e/ou serviços,102890000000.0
14229,Carrefour,31/12/2024,55,1,Ativo total,100188000000.0
14229,Carrefour,31/12/2023,55,1,Ativo total,92766000000.0
14229,Carrefour,31/12/2022,55,1,Ativo total,92328000000.0
14229,Carrefour,31/12/2024,178,2.01,Passivo circulante,51271000000.0
14229,Carrefour,31/12/2024,56,1.01,Ativo circulante,51210000000.0
14229,Carrefour,31/12/2022,103,1.02,Ativo não circulante,49314000000.0
14229,Carrefour,31/12/2024,103,1.02,Ativo não circulante,48978000000.0
14229,Carrefour,31/12/2023,103,1.02,Ativo não circulante,48123000000.0
14229,Carrefour,31/12/2023,178,2.01,Passivo circulante,47431000000.0
14229,Carrefour,31/12/2022,178,2.01,Passivo circulante,46725000000.0
14229,Carrefour,31/12/2023,56,1.01,Ativo circulante,44643000000.0
14229,Carrefour,31/12/2022,56,1.01,Ativo circulante,43014000000.0
14229,Carrefour,31/12/2024,230,2.02,Passivo não circulante,26303000000.0
14229,Carrefour,31/12/2023,230,2.02,Passivo não circulante,24508000000.0
14229,Carrefour,31/12/2022,230,2.02,Passivo não circulante,23831000000.0
14229,Carrefour,31/12/2024,286,2.03,Patrimônio líquido,22614000000.0
14229,Carrefour,31/12/2022,286,2.03,Patrimônio líquido,21772000000.0
14229,Carrefour,31/12/2023,286,2.03,Patrimônio líquido,20827000000.0
14229,Carrefour,31/12/2024,57,1.01.01,Caixa e equivalentes de caixa,15207000000.0
14229,Carrefour,31/12/2023,57,1.01.01,Caixa e equivalentes de caixa,12029000000.0
14229,Carrefour,31/12/2022,57,1.01.01,Caixa e equivalentes de caixa,10835000000.0
14229,Carrefour,31/12/2022,421,6.01,Caixa líquido das atividades operacionais,6973000000.0
14229,Carrefour,31/12/2022,347,3.07,Resultado antes do resultado financeiro e dos tributos,4933000000.0
14229,Carrefour,31/12/2023,421,6.01,Caixa líquido das atividades operacionais,4729000000.0
14229,Carrefour,31/12/2024,421,6.01,Caixa líquido das atividades operacionais,4706000000.0
14229,Carrefour,31/12/2024,347,3.07,Resultado antes do resultado financeiro e dos tributos,4271000000.0
14229,Carrefour,31/12/2022,473,6.03,Caixa líquido das atividades de financiamento,4219000000.0
14229,Carrefour,31/12/2023,347,3.07,Resultado antes do resultado financeiro e dos tributos,2841000000.0
14229,Carrefour,31/12/2022,375,3.18,Lucro/Prejuízo do período,1998000000.0
14229,Carrefour,31/12/2024,375,3.18,Lucro/Prejuízo do período,1940000000.0
14229,Carrefour,31/12/2023,73,1.01.04,Aplicações financeiras,272000000.0
14229,Carrefour,31/12/2022,73,1.01.04,Aplicações financeiras,256000000.0
14229,Carrefour,31/12/2024,73,1.01.04,Aplicações financeiras,1000000.0
14229,Carrefour,31/12/2024,473,6.03,Caixa líquido das atividades de financiamento,-502000000.0
14229,Carrefour,31/12/2023,375,3.18,Lucro/Prejuízo do período,-639000000.0
14229,Carrefour,31/12/2023,462,6.02,Caixa líquido das atividades de investimento,-906000000.0
14229,Carrefour,31/12/2024,462,6.02,Caixa líquido das atividades de investimento,-1026000000.0
14229,Carrefour,31/12/2023,473,6.03,Caixa líquido das atividades de financiamento,-2629000000.0
14229,Carrefour,31/12/2022,462,6.02,Caixa líquido das atividades de investimento,-7302000000.0
14229,Carrefour,31/12/2022,335,3.06,Despesas/Receitas operacionais,-14716000000.0
14229,Carrefour,31/12/2024,335,3.06,Despesas/Receitas operacionais,-16904000000.0
14229,Carrefour,31/12/2023,335,3.06,Despesas/Receitas operacionais,-17820000000.0
14229,Carrefour,31/12/2022,333,3.04,Custo de bens e/ou serviços vendidos,-83241000000.0
14229,Carrefour,31/12/2023,333,3.04,Custo de bens e/ou serviços vendidos,-89198000000.0
14229,Carrefour,31/12/2024,333,3.04,Custo de bens e/ou serviços vendidos,-94461000000.0
2575,Drogasil,31/12/2024,332,3.03,Receita líquida de vendas e/ou serviços,38871522000.0
2575,Drogasil,31/12/2023,332,3.03,Receita líquida de vendas e/ou serviços,33973790000.0
2575,Drogasil,31/12/2022,332,3.03,Receita líquida de vendas e/ou serviços,29067380000.0
2575,Drogasil,31/12/2024,55,1,Ativo total,22163756000.0
2575,Drogasil,31/12/2023,55,1,Ativo total,20094412000.0
2575,Drogasil,31/12/2022,55,1,Ativo total,17185306000.0
2575,Drogasil,31/12/2024,56,1.01,Ativo circulante,12703710000.0
2575,Drogasil,31/12/2023,56,1.01,Ativo circulante,11561674000.0
2575,Drogasil,31/12/2022,56,1.01,Ativo circulante,9577068000.0
2575,Drogasil,31/12/2024,103,1.02,Ativo não circulante,9460046000.0
2575,Drogasil,31/12/2024,178,2.01,Passivo circulante,9194959000.0
2575,Drogasil,31/12/2023,103,1.02,Ativo não circulante,8532738000.0
2575,Drogasil,31/12/2023,178,2.01,Passivo circulante,8079497000.0
2575,Drogasil,31/12/2022,103,1.02,Ativo não circulante,7608238000.0
2575,Drogasil,31/12/2024,230,2.02,Passivo não circulante,6521910000.0
2575,Drogasil,31/12/2024,286,2.03,Patrimônio líquido,6446887000.0
2575,Drogasil,31/12/2022,178,2.01,Passivo circulante,6367168000.0
2575,Drogasil,31/12/2023,286,2.03,Patrimônio líquido,6028301000.0
2575,Drogasil,31/12/2023,230,2.02,Passivo não circulante,5986614000.0
2575,Drogasil,31/12/2022,230,2.02,Passivo não circulante,5415197000.0
2575,Drogasil,31/12/2022,286,2.03,Patrimônio líquido,5402941000.0
2575,Drogasil,31/12/2024,421,6.01,Caixa líquido das atividades operacionais,2771263000.0
2575,Drogasil,31/12/2024,347,3.07,Resultado antes do resultado financeiro e dos tributos,2352106000.0
2575,Drogasil,31/12/2023,347,3.07,Resultado antes do resultado financeiro e dos tributos,2080489000.0
2575,Drogasil,31/12/2022,347,3.07,Resultado antes do resultado financeiro e dos tributos,1839324000.0
2575,Drogasil,31/12/2023,421,6.01,Caixa líquido das atividades operacionais,1785327000.0
2575,Drogasil,31/12/2022,421,6.01,Caixa líquido das atividades operacionais,1682124000.0
2575,Drogasil,31/12/2024,375,3.18,Lucro/Prejuízo do período,1211373000.0
2575,Drogasil,31/12/2023,375,3.18,Lucro/Prejuízo do período,1087143000.0
2575,Drogasil,31/12/2022,375,3.18,Lucro/Prejuízo do período,1014968000.0
2575,Drogasil,31/12/2024,57,1.01.01,Caixa e equivalentes de caixa,528002000.0
2575,Drogasil,31/12/2022,57,1.01.01,Caixa e equivalentes de caixa,433541000.0
2575,Drogasil,31/12/2023,57,1.01.01,Caixa e equivalentes de caixa,412321000.0
2575,Drogasil,31/12/2023,73,1.01.04,Aplicações financeiras,26506000.0
2575,Drogasil,31/12/2024,73,1.01.04,Aplicações financeiras,15706000.0
2575,Drogasil,31/12/2022,473,6.03,Caixa líquido das atividades de financiamento,-375250000.0
2575,Drogasil,31/12/2023,473,6.03,Caixa líquido das atividades de financiamento,-499424000.0
2575,Drogasil,31/12/2022,462,6.02,Caixa líquido das atividades de investimento,-1229451000.0
2575,Drogasil,31/12/2024,473,6.03,Caixa líquido das atividades de financiamento,-1242671000.0
2575,Drogasil,31/12/2023,462,6.02,Caixa líquido das atividades de investimento,-1307123000.0
2575,Drogasil,31/12/2024,462,6.02,Caixa líquido das atividades de investimento,-1412911000.0
2575,Drogasil,31/12/2022,335,3.06,Despesas/Receitas operacionais,-6970144000.0
2575,Drogasil,31/12/2023,335,3.06,Despesas/Receitas operacionais,-8126875000.0
2575,Drogasil,31/12/2024,335,3.06,Despesas/Receitas operacionais,-9204675000.0
2575,Drogasil,31/12/2022,333,3.04,Custo de bens e/ou serviços vendidos,-20257912000.0
2575,Drogasil,31/12/2023,333,3.04,Custo de bens e/ou serviços vendidos,-23766426000.0
2575,Drogasil,31/12/2024,333,3.04,Custo de bens e/ou serviços vendidos,-27314741000.0
14,GPA,31/12/2022,55,1,Ativo total,43839000000.0
14,GPA,31/12/2022,56,1.01,Ativo circulante,28559000000.0
14,GPA,31/12/2023,55,1,Ativo total,22050000000.0
14,GPA,31/12/2024,55,1,Ativo total,19703000000.0
14,GPA,31/12/2024,332,3.03,Receita líquida de vendas e/ou serviços,18790000000.0
14,GPA,31/12/2023,332,3.03,Receita líquida de vendas e/ou serviços,17793000000.0
14,GPA,31/12/2022,178,2.01,Passivo circulante,17747000000.0
14,GPA,31/12/2022,332,3.03,Receita líquida de vendas e/ou serviços,17321000000.0
14,GPA,31/12/2022,103,1.02,Ativo não circulante,15280000000.0
14,GPA,31/12/2023,103,1.02,Ativo não circulante,14527000000.0
14,GPA,31/12/2022,286,2.03,Patrimônio líquido,13733000000.0
14,GPA,31/12/2024,103,1.02,Ativo não circulante,13587000000.0
14,GPA,31/12/2022,230,2.02,Passivo não circulante,12359000000.0
14,GPA,31/12/2023,230,2.02,Passivo não circulante,11103000000.0
14,GPA,31/12/2024,230,2.02,Passivo não circulante,10412000000.0
14,GPA,31/12/2023,56,1.01,Ativo circulante,7523000000.0
14,GPA,31/12/2024,178,2.01,Passivo circulante,6356000000.0
14,GPA,31/12/2023,178,2.01,Passivo circulante,6225000000.0
14,GPA,31/12/2024,56,1.01,Ativo circulante,6116000000.0
14,GPA,31/12/2023,286,2.03,Patrimônio líquido,4722000000.0
14,GPA,31/12/2022,57,1.01.01,Caixa e equivalentes de caixa,3751000000.0
14,GPA,31/12/2023,57,1.01.01,Caixa e equivalentes de caixa,2971000000.0
14,GPA,31/12/2024,286,2.03,Patrimônio líquido,2935000000.0
14,GPA,31/12/2022,462,6.02,Caixa líquido das atividades de investimento,2834000000.0
14,GPA,31/12/2024,57,1.01.01,Caixa e equivalentes de caixa,2631000000.0
14,GPA,31/12/2024,421,6.01,Caixa líquido das atividades operacionais,1363000000.0
14,GPA,31/12/2023,73,1.01.04,Aplicações financeiras,777000000.0
14,GPA,31/12/2023,347,3.07,Resultado antes do resultado financeiro e dos tributos,660000000.0
14,GPA,31/12/2023,421,6.01,Caixa líquido das atividades operacionais,563000000.0
14,GPA,31/12/2024,462,6.02,Caixa líquido das atividades de investimento,338000000.0
14,GPA,31/12/2024,73,1.01.04,Aplicações financeiras,15000000.0
14,GPA,31/12/2022,375,3.18,Lucro/Prejuízo do período,-4000000.0
14,GPA,31/12/2022,421,6.01,Caixa líquido das atividades operacionais,-216000000.0
14,GPA,31/12/2024,347,3.07,Resultado antes do resultado financeiro e dos tributos,-436000000.0
14,GPA,31/12/2022,347,3.07,Resultado antes do resultado financeiro e dos tributos,-565000000.0
14,GPA,31/12/2023,462,6.02,Caixa líquido das atividades de investimento,-1597000000.0
14,GPA,31/12/2023,473,6.03,Caixa líquido das atividades de financiamento,-1705000000.0
14,GPA,31/12/2024,473,6.03,Caixa líquido das atividades de financiamento,-2041000000.0
14,GPA,31/12/2023,375,3.18,Lucro/Prejuízo do período,-2134000000.0
14,GPA,31/12/2024,375,3.18,Lucro/Prejuízo do período,-2403000000.0
